Geolocation,Level of Education,Sex,Year,Completion_Rate,Cohort_Survival_Rate,Gender_Parity_Index,Participation_Rate
Region II,Junior High,Male,2006,72.9,76.9,1.1,0.0
Region II,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region II,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region III,Elementary,Female,2006,86.2,87.7,0.9,0.0
Region III,Elementary,Male,2006,78.6,80.3,0.9,0.0
Region III,Junior High,Female,2006,79.6,84.8,1.0,0.0
Region III,Junior High,Male,2006,69.6,75.9,1.0,0.0
Region III,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region III,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region IV-A,Elementary,Female,2006,86.1,87.4,0.9,0.0
Region IV-A,Elementary,Male,2006,78.0,79.5,0.9,0.0
Region IV-A,Junior High,Female,2006,86.2,90.5,1.0,0.0
Region IV-A,Junior High,Male,2006,73.9,80.3,1.0,0.0
Region IV-A,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region IV-A,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region IV-B,Elementary,Female,2006,76.1,78.0,0.9,0.0
Region IV-B,Elementary,Male,2006,64.7,67.2,0.9,0.0
Region IV-B,Junior High,Female,2006,78.8,82.7,1.1,0.0
Region IV-B,Junior High,Male,2006,67.5,71.6,1.1,0.0
Region IV-B,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region IV-B,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region V,Elementary,Female,2006,78.5,80.2,0.9,0.0
Region V,Elementary,Male,2006,68.2,70.9,0.9,0.0
Region V,Junior High,Female,2006,76.0,81.6,1.1,0.0
Region V,Junior High,Male,2006,64.2,70.8,1.1,0.0
Region V,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region V,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region VI,Elementary,Female,2006,78.2,80.6,0.9,0.0
Region VI,Elementary,Male,2006,64.1,67.9,0.9,0.0
Region VI,Junior High,Female,2006,77.0,82.9,1.1,0.0
Region VI,Junior High,Male,2006,62.9,70.1,1.1,0.0
Region VI,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region VI,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region VII,Elementary,Female,2006,84.2,85.2,0.9,0.0
Region VII,Elementary,Male,2006,72.1,74.0,0.9,0.0
Region VII,Junior High,Female,2006,76.3,79.0,1.1,0.0
Region VII,Junior High,Male,2006,63.9,67.9,1.1,0.0
Region VII,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region VII,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region VIII,Elementary,Female,2006,71.1,72.5,1.0,0.0
Region VIII,Elementary,Male,2006,60.1,62.1,1.0,0.0
Region VIII,Junior High,Female,2006,72.8,76.4,1.1,0.0
Region VIII,Junior High,Male,2006,65.0,70.1,1.1,0.0
Region VIII,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region VIII,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region IX,Elementary,Female,2006,65.8,67.1,1.0,0.0
Region IX,Elementary,Male,2006,52.4,53.9,1.0,0.0
Region IX,Junior High,Female,2006,73.7,77.9,1.1,0.0
Region IX,Junior High,Male,2006,67.9,72.9,1.1,0.0
Region IX,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region IX,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region X,Elementary,Female,2006,72.1,73.8,0.9,0.0
Region X,Elementary,Male,2006,60.4,61.9,0.9,0.0
Region X,Junior High,Female,2006,71.6,76.7,1.1,0.0
Region X,Junior High,Male,2006,60.9,67.8,1.1,0.0
Region X,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region X,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region XI,Elementary,Female,2006,63.1,65.0,0.9,0.0
Region XI,Elementary,Male,2006,52.1,54.1,0.9,0.0
Region XI,Junior High,Female,2006,69.0,72.0,1.1,0.0
Region XI,Junior High,Male,2006,60.1,64.7,1.1,0.0
Region XI,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region XI,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region XII,Elementary,Female,2006,67.7,70.1,1.0,0.0
Region XII,Elementary,Male,2006,56.9,60.1,1.0,0.0
Region XII,Junior High,Female,2006,59.0,76.5,1.1,0.0
Region XII,Junior High,Male,2006,52.7,69.5,1.1,0.0
Region XII,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region XII,Senior High,Male,2006,0.0,0.0,0.0,0.0
Region XIII,Elementary,Female,2006,71.2,72.4,0.9,0.0
Region XIII,Elementary,Male,2006,58.3,59.8,0.9,0.0
Region XIII,Junior High,Female,2006,74.5,77.8,1.1,0.0
Region XIII,Junior High,Male,2006,65.1,69.5,1.1,0.0
Region XIII,Senior High,Female,2006,0.0,0.0,0.0,0.0
Region XIII,Senior High,Male,2006,0.0,0.0,0.0,0.0
BARMM,Elementary,Female,2006,37.2,40.1,1.1,0.0
BARMM,Elementary,Male,2006,26.1,28.2,1.1,0.0
BARMM,Junior High,Female,2006,37.8,43.7,1.3,0.0
BARMM,Junior High,Male,2006,32.2,38.4,1.3,0.0
BARMM,Senior High,Female,2006,0.0,0.0,0.0,0.0
BARMM,Senior High,Male,2006,0.0,0.0,0.0,0.0
NCR,Elementary,Female,2007,89.4,91.5,0.9,0.0
NCR,Elementary,Male,2007,81.3,84.1,0.9,0.0
NCR,Junior High,Female,2007,86.0,90.4,1.0,0.0
NCR,Junior High,Male,2007,71.6,77.3,1.0,0.0
NCR,Senior High,Female,2007,0.0,0.0,0.0,0.0
NCR,Senior High,Male,2007,0.0,0.0,0.0,0.0
CAR,Elementary,Female,2007,76.8,78.6,0.9,0.0
CAR,Elementary,Male,2007,67.2,69.2,0.9,0.0
CAR,Junior High,Female,2007,82.4,85.2,1.1,0.0
CAR,Junior High,Male,2007,68.8,72.7,1.1,0.0
CAR,Senior High,Female,2007,0.0,0.0,0.0,0.0
CAR,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region I,Elementary,Female,2007,86.1,87.2,0.9,0.0
Region I,Elementary,Male,2007,79.7,81.0,0.9,0.0
Region I,Junior High,Female,2007,87.6,91.3,1.0,0.0
Region I,Junior High,Male,2007,77.3,82.0,1.0,0.0
Region I,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region I,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region II,Elementary,Female,2007,83.2,83.6,0.9,0.0
Region II,Elementary,Male,2007,73.5,74.3,0.9,0.0
Region II,Junior High,Female,2007,83.0,85.2,1.1,0.0
Region II,Junior High,Male,2007,74.8,77.5,1.1,0.0
Region II,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region II,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region III,Elementary,Female,2007,84.7,86.7,0.9,0.0
Region III,Elementary,Male,2007,77.1,79.4,0.9,0.0
Region III,Junior High,Female,2007,81.8,86.2,1.0,0.0
Region III,Junior High,Male,2007,71.4,76.4,1.0,0.0
Region III,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region III,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region IV-A,Elementary,Female,2007,84.6,86.2,0.9,0.0
Region IV-A,Elementary,Male,2007,74.5,77.1,0.9,0.0
Region IV-A,Junior High,Female,2007,86.8,91.0,1.0,0.0
Region IV-A,Junior High,Male,2007,74.5,79.2,1.0,0.0
Region IV-A,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region IV-A,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region IV-B,Elementary,Female,2007,72.4,74.0,0.9,0.0
Region IV-B,Elementary,Male,2007,64.1,66.6,0.9,0.0
Region IV-B,Junior High,Female,2007,76.6,80.4,1.0,0.0
Region IV-B,Junior High,Male,2007,68.4,73.2,1.0,0.0
Region IV-B,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region IV-B,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region V,Elementary,Female,2007,79.3,80.9,0.9,0.0
Region V,Elementary,Male,2007,70.0,72.4,0.9,0.0
Region V,Junior High,Female,2007,77.8,81.0,1.1,0.0
Region V,Junior High,Male,2007,70.0,74.3,1.1,0.0
Region V,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region V,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region VI,Elementary,Female,2007,79.0,81.3,0.9,0.0
Region VI,Elementary,Male,2007,65.8,69.2,0.9,0.0
Region VI,Junior High,Female,2007,80.8,85.3,1.0,0.0
Region VI,Junior High,Male,2007,70.0,76.6,1.0,0.0
Region VI,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region VI,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region VII,Elementary,Female,2007,84.9,86.9,0.9,0.0
Region VII,Elementary,Male,2007,72.5,75.8,0.9,0.0
Region VII,Junior High,Female,2007,80.3,84.0,1.1,0.0
Region VII,Junior High,Male,2007,64.7,69.4,1.1,0.0
Region VII,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region VII,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region VIII,Elementary,Female,2007,75.8,76.9,0.9,0.0
Region VIII,Elementary,Male,2007,63.9,65.9,0.9,0.0
Region VIII,Junior High,Female,2007,72.6,76.0,1.1,0.0
Region VIII,Junior High,Male,2007,66.5,71.2,1.1,0.0
Region VIII,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region VIII,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region IX,Elementary,Female,2007,67.1,68.0,0.9,0.0
Region IX,Elementary,Male,2007,54.1,56.8,0.9,0.0
Region IX,Junior High,Female,2007,74.2,77.7,1.1,0.0
Region IX,Junior High,Male,2007,64.4,68.4,1.1,0.0
Region IX,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region IX,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region X,Elementary,Female,2007,73.9,76.7,0.9,0.0
Region X,Elementary,Male,2007,62.7,65.5,0.9,0.0
Region X,Junior High,Female,2007,76.2,80.1,1.1,0.0
Region X,Junior High,Male,2007,66.9,72.2,1.1,0.0
Region X,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region X,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region XI,Elementary,Female,2007,72.4,73.7,0.9,0.0
Region XI,Elementary,Male,2007,59.4,61.8,0.9,0.0
Region XI,Junior High,Female,2007,74.3,79.3,1.1,0.0
Region XI,Junior High,Male,2007,66.3,72.7,1.1,0.0
Region XI,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region XI,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region XII,Elementary,Female,2007,71.4,72.7,1.0,0.0
Region XII,Elementary,Male,2007,60.1,62.4,1.0,0.0
Region XII,Junior High,Female,2007,74.7,79.3,1.1,0.0
Region XII,Junior High,Male,2007,67.0,72.6,1.1,0.0
Region XII,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region XII,Senior High,Male,2007,0.0,0.0,0.0,0.0
Region XIII,Elementary,Female,2007,78.6,80.3,0.9,0.0
Region XIII,Elementary,Male,2007,65.9,68.5,0.9,0.0
Region XIII,Junior High,Female,2007,75.5,78.2,1.1,0.0
Region XIII,Junior High,Male,2007,70.2,73.8,1.1,0.0
Region XIII,Senior High,Female,2007,0.0,0.0,0.0,0.0
Region XIII,Senior High,Male,2007,0.0,0.0,0.0,0.0
BARMM,Elementary,Female,2007,44.8,49.4,1.1,0.0
BARMM,Elementary,Male,2007,37.7,41.4,1.1,0.0
BARMM,Junior High,Female,2007,66.9,74.9,1.3,0.0
BARMM,Junior High,Male,2007,63.5,71.8,1.3,0.0
BARMM,Senior High,Female,2007,0.0,0.0,0.0,0.0
BARMM,Senior High,Male,2007,0.0,0.0,0.0,0.0
NCR,Elementary,Female,2008,87.5,89.3,0.9,0.0
NCR,Elementary,Male,2008,82.9,85.6,0.9,0.0
NCR,Junior High,Female,2008,84.9,89.3,1.0,0.0
NCR,Junior High,Male,2008,74.4,80.2,1.0,0.0
NCR,Senior High,Female,2008,0.0,0.0,0.0,0.0
NCR,Senior High,Male,2008,0.0,0.0,0.0,0.0
CAR,Elementary,Female,2008,81.2,82.7,0.9,0.0
CAR,Elementary,Male,2008,71.1,72.7,0.9,0.0
CAR,Junior High,Female,2008,89.2,92.4,1.1,0.0
CAR,Junior High,Male,2008,75.4,79.9,1.1,0.0
CAR,Senior High,Female,2008,0.0,0.0,0.0,0.0
CAR,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region I,Elementary,Female,2008,87.3,89.4,0.9,0.0
Region I,Elementary,Male,2008,82.6,84.3,0.9,0.0
Region I,Junior High,Female,2008,85.5,88.8,1.0,0.0
Region I,Junior High,Male,2008,77.0,81.4,1.0,0.0
Region I,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region I,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region II,Elementary,Female,2008,84.7,85.7,0.9,0.0
Region II,Elementary,Male,2008,76.7,77.9,0.9,0.0
Region II,Junior High,Female,2008,83.7,86.3,1.0,0.0
Region II,Junior High,Male,2008,75.7,79.7,1.0,0.0
Region II,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region II,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region III,Elementary,Female,2008,85.3,86.6,0.9,0.0
Region III,Elementary,Male,2008,77.8,79.8,0.9,0.0
Region III,Junior High,Female,2008,80.6,85.0,1.0,0.0
Region III,Junior High,Male,2008,72.1,77.6,1.0,0.0
Region III,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region III,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region IV-A,Elementary,Female,2008,86.1,87.8,0.9,0.0
Region IV-A,Elementary,Male,2008,77.6,80.2,0.9,0.0
Region IV-A,Junior High,Female,2008,86.9,90.9,1.0,0.0
Region IV-A,Junior High,Male,2008,75.1,80.0,1.0,0.0
Region IV-A,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region IV-A,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region IV-B,Elementary,Female,2008,76.5,78.3,0.9,0.0
Region IV-B,Elementary,Male,2008,67.3,70.0,0.9,0.0
Region IV-B,Junior High,Female,2008,76.5,81.0,1.0,0.0
Region IV-B,Junior High,Male,2008,68.5,74.0,1.0,0.0
Region IV-B,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region IV-B,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region V,Elementary,Female,2008,79.3,80.9,0.9,0.0
Region V,Elementary,Male,2008,70.0,72.3,0.9,0.0
Region V,Junior High,Female,2008,78.2,81.0,1.0,0.0
Region V,Junior High,Male,2008,68.0,71.6,1.0,0.0
Region V,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region V,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region VI,Elementary,Female,2008,78.9,81.3,0.9,0.0
Region VI,Elementary,Male,2008,67.1,70.4,0.9,0.0
Region VI,Junior High,Female,2008,81.9,85.1,1.0,0.0
Region VI,Junior High,Male,2008,70.7,75.2,1.0,0.0
Region VI,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region VI,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region VII,Elementary,Female,2008,84.7,86.4,0.9,0.0
Region VII,Elementary,Male,2008,73.6,76.9,0.9,0.0
Region VII,Junior High,Female,2008,78.5,81.8,1.0,0.0
Region VII,Junior High,Male,2008,67.9,73.2,1.0,0.0
Region VII,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region VII,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region VIII,Elementary,Female,2008,78.3,79.5,0.9,0.0
Region VIII,Elementary,Male,2008,65.8,67.6,0.9,0.0
Region VIII,Junior High,Female,2008,74.6,77.4,1.1,0.0
Region VIII,Junior High,Male,2008,66.3,70.3,1.1,0.0
Region VIII,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region VIII,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region IX,Elementary,Female,2008,64.9,67.1,0.9,0.0
Region IX,Elementary,Male,2008,53.5,56.0,0.9,0.0
Region IX,Junior High,Female,2008,72.5,75.0,1.1,0.0
Region IX,Junior High,Male,2008,64.7,68.2,1.1,0.0
Region IX,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region IX,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region X,Elementary,Female,2008,74.7,76.5,0.9,0.0
Region X,Elementary,Male,2008,63.4,65.8,0.9,0.0
Region X,Junior High,Female,2008,75.4,78.3,1.1,0.0
Region X,Junior High,Male,2008,65.2,69.0,1.1,0.0
Region X,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region X,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region XI,Elementary,Female,2008,69.4,71.3,0.9,0.0
Region XI,Elementary,Male,2008,57.0,58.7,0.9,0.0
Region XI,Junior High,Female,2008,77.7,81.9,1.1,0.0
Region XI,Junior High,Male,2008,67.2,71.8,1.1,0.0
Region XI,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region XI,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region XII,Elementary,Female,2008,72.2,73.6,1.0,0.0
Region XII,Elementary,Male,2008,60.5,62.7,1.0,0.0
Region XII,Junior High,Female,2008,72.6,77.0,1.1,0.0
Region XII,Junior High,Male,2008,63.8,68.7,1.1,0.0
Region XII,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region XII,Senior High,Male,2008,0.0,0.0,0.0,0.0
Region XIII,Elementary,Female,2008,77.6,78.7,0.9,0.0
Region XIII,Elementary,Male,2008,66.9,69.0,0.9,0.0
Region XIII,Junior High,Female,2008,76.5,78.8,1.0,0.0
Region XIII,Junior High,Male,2008,70.7,73.2,1.0,0.0
Region XIII,Senior High,Female,2008,0.0,0.0,0.0,0.0
Region XIII,Senior High,Male,2008,0.0,0.0,0.0,0.0
BARMM,Elementary,Female,2008,40.2,43.5,1.1,0.0
BARMM,Elementary,Male,2008,34.6,37.9,1.1,0.0
BARMM,Junior High,Female,2008,55.4,71.9,1.3,0.0
BARMM,Junior High,Male,2008,51.3,67.2,1.3,0.0
BARMM,Senior High,Female,2008,0.0,0.0,0.0,0.0
BARMM,Senior High,Male,2008,0.0,0.0,0.0,0.0
NCR,Elementary,Female,2009,83.1,85.3,0.9,0.0
NCR,Elementary,Male,2009,76.5,79.6,0.9,0.0
NCR,Junior High,Female,2009,80.8,86.0,1.0,0.0
NCR,Junior High,Male,2009,70.9,76.8,1.0,0.0
NCR,Senior High,Female,2009,0.0,0.0,0.0,0.0
NCR,Senior High,Male,2009,0.0,0.0,0.0,0.0
CAR,Elementary,Female,2009,84.0,85.3,0.9,0.0
CAR,Elementary,Male,2009,71.1,73.6,0.9,0.0
CAR,Junior High,Female,2009,72.3,87.6,1.1,0.0
CAR,Junior High,Male,2009,54.7,70.3,1.1,0.0
CAR,Senior High,Female,2009,0.0,0.0,0.0,0.0
CAR,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region I,Elementary,Female,2009,86.8,87.8,0.9,0.0
Region I,Elementary,Male,2009,79.8,81.3,0.9,0.0
Region I,Junior High,Female,2009,85.3,89.1,1.0,0.0
Region I,Junior High,Male,2009,75.7,80.6,1.0,0.0
Region I,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region I,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region II,Elementary,Female,2009,83.9,85.0,0.9,0.0
Region II,Elementary,Male,2009,73.4,74.8,0.9,0.0
Region II,Junior High,Female,2009,82.2,85.0,1.0,0.0
Region II,Junior High,Male,2009,73.7,76.8,1.0,0.0
Region II,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region II,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region III,Elementary,Female,2009,86.1,88.1,0.9,0.0
Region III,Elementary,Male,2009,78.2,80.3,0.9,0.0
Region III,Junior High,Female,2009,81.9,86.2,1.0,0.0
Region III,Junior High,Male,2009,70.6,75.6,1.0,0.0
Region III,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region III,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region IV-A,Elementary,Female,2009,89.3,91.0,0.9,0.0
Region IV-A,Elementary,Male,2009,80.2,82.7,0.9,0.0
Region IV-A,Junior High,Female,2009,83.4,88.0,1.0,0.0
Region IV-A,Junior High,Male,2009,71.5,76.4,1.0,0.0
Region IV-A,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region IV-A,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region IV-B,Elementary,Female,2009,74.4,76.7,0.9,0.0
Region IV-B,Elementary,Male,2009,65.0,67.9,0.9,0.0
Region IV-B,Junior High,Female,2009,79.0,82.4,1.0,0.0
Region IV-B,Junior High,Male,2009,67.4,71.2,1.0,0.0
Region IV-B,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region IV-B,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region V,Elementary,Female,2009,79.4,81.1,0.9,0.0
Region V,Elementary,Male,2009,70.1,72.7,0.9,0.0
Region V,Junior High,Female,2009,78.3,81.5,1.0,0.0
Region V,Junior High,Male,2009,68.9,72.8,1.0,0.0
Region V,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region V,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region VI,Elementary,Female,2009,79.4,81.6,0.9,0.0
Region VI,Elementary,Male,2009,66.7,70.0,0.9,0.0
Region VI,Junior High,Female,2009,80.7,85.1,1.0,0.0
Region VI,Junior High,Male,2009,71.8,77.0,1.0,0.0
Region VI,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region VI,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region VII,Elementary,Female,2009,83.3,86.6,0.9,0.0
Region VII,Elementary,Male,2009,71.2,75.3,0.9,0.0
Region VII,Junior High,Female,2009,78.9,82.9,1.0,0.0
Region VII,Junior High,Male,2009,67.3,72.5,1.0,0.0
Region VII,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region VII,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region VIII,Elementary,Female,2009,75.8,76.7,0.9,0.0
Region VIII,Elementary,Male,2009,64.0,65.6,0.9,0.0
Region VIII,Junior High,Female,2009,72.9,76.1,1.0,0.0
Region VIII,Junior High,Male,2009,66.7,70.8,1.0,0.0
Region VIII,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region VIII,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region IX,Elementary,Female,2009,66.6,68.2,0.9,0.0
Region IX,Elementary,Male,2009,54.1,56.3,0.9,0.0
Region IX,Junior High,Female,2009,71.5,75.1,1.1,0.0
Region IX,Junior High,Male,2009,67.9,71.4,1.1,0.0
Region IX,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region IX,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region X,Elementary,Female,2009,72.0,74.1,0.9,0.0
Region X,Elementary,Male,2009,58.1,60.7,0.9,0.0
Region X,Junior High,Female,2009,70.9,75.0,1.0,0.0
Region X,Junior High,Male,2009,60.7,65.6,1.0,0.0
Region X,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region X,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region XI,Elementary,Female,2009,74.3,75.8,0.9,0.0
Region XI,Elementary,Male,2009,60.7,63.0,0.9,0.0
Region XI,Junior High,Female,2009,70.4,73.5,1.0,0.0
Region XI,Junior High,Male,2009,67.0,71.3,1.0,0.0
Region XI,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region XI,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region XII,Elementary,Female,2009,68.7,71.1,1.0,0.0
Region XII,Elementary,Male,2009,56.6,59.0,1.0,0.0
Region XII,Junior High,Female,2009,76.6,81.2,1.1,0.0
Region XII,Junior High,Male,2009,69.8,75.6,1.1,0.0
Region XII,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region XII,Senior High,Male,2009,0.0,0.0,0.0,0.0
Region XIII,Elementary,Female,2009,73.8,75.1,0.9,0.0
Region XIII,Elementary,Male,2009,60.1,62.1,0.9,0.0
Region XIII,Junior High,Female,2009,63.4,76.3,1.0,0.0
Region XIII,Junior High,Male,2009,56.2,70.4,1.0,0.0
Region XIII,Senior High,Female,2009,0.0,0.0,0.0,0.0
Region XIII,Senior High,Male,2009,0.0,0.0,0.0,0.0
BARMM,Elementary,Female,2009,41.3,43.3,1.1,0.0
BARMM,Elementary,Male,2009,33.1,34.6,1.1,0.0
BARMM,Junior High,Female,2009,67.6,69.6,1.3,0.0
BARMM,Junior High,Male,2009,62.6,65.9,1.3,0.0
BARMM,Senior High,Female,2009,0.0,0.0,0.0,0.0
BARMM,Senior High,Male,2009,0.0,0.0,0.0,0.0
NCR,Elementary,Female,2010,86.5,88.8,0.9,39.9
NCR,Elementary,Male,2010,79.5,82.7,0.9,37.3
NCR,Junior High,Female,2010,81.5,87.1,1.0,39.9
NCR,Junior High,Male,2010,70.6,76.5,1.0,37.3
NCR,Senior High,Female,2010,0.0,0.0,0.0,39.9
NCR,Senior High,Male,2010,0.0,0.0,0.0,37.3
CAR,Elementary,Female,2010,76.0,79.1,0.9,54.7
CAR,Elementary,Male,2010,68.1,71.4,0.9,53.1
CAR,Junior High,Female,2010,81.1,84.5,1.0,54.7
CAR,Junior High,Male,2010,69.2,72.3,1.0,53.1
CAR,Senior High,Female,2010,0.0,0.0,0.0,54.7
CAR,Senior High,Male,2010,0.0,0.0,0.0,53.1
Region I,Elementary,Female,2010,86.0,86.6,0.9,79.6
Region I,Elementary,Male,2010,80.0,81.0,0.9,75.2
Region I,Junior High,Female,2010,83.8,88.1,1.0,79.6
Region I,Junior High,Male,2010,74.0,79.4,1.0,75.2
Region I,Senior High,Female,2010,0.0,0.0,0.0,79.6
Region I,Senior High,Male,2010,0.0,0.0,0.0,75.2
Region II,Elementary,Female,2010,82.5,83.7,0.9,40.5
Region II,Elementary,Male,2010,73.1,74.5,0.9,38.4
Region II,Junior High,Female,2010,82.6,84.7,1.0,40.5
Region II,Junior High,Male,2010,75.6,78.3,1.0,38.4
Region II,Senior High,Female,2010,0.0,0.0,0.0,40.5
Region II,Senior High,Male,2010,0.0,0.0,0.0,38.4
Region III,Elementary,Female,2010,84.9,86.7,0.9,69.1
Region III,Elementary,Male,2010,76.1,78.1,0.9,65.9
Region III,Junior High,Female,2010,83.2,86.6,1.0,69.1
Region III,Junior High,Male,2010,72.5,76.9,1.0,65.9
Region III,Senior High,Female,2010,0.0,0.0,0.0,69.1
Region III,Senior High,Male,2010,0.0,0.0,0.0,65.9
Region IV-A,Elementary,Female,2010,87.5,89.0,0.9,54.1
Region IV-A,Elementary,Male,2010,77.4,79.6,0.9,51.3
Region IV-A,Junior High,Female,2010,85.6,89.1,1.0,54.1
Region IV-A,Junior High,Male,2010,74.2,78.7,1.0,51.3
Region IV-A,Senior High,Female,2010,0.0,0.0,0.0,54.1
Region IV-A,Senior High,Male,2010,0.0,0.0,0.0,51.3
Region IV-B,Elementary,Female,2010,79.0,80.2,0.9,61.9
Region IV-B,Elementary,Male,2010,67.7,69.9,0.9,58.5
Region IV-B,Junior High,Female,2010,76.0,79.5,1.0,61.9
Region IV-B,Junior High,Male,2010,64.9,69.4,1.0,58.5
Region IV-B,Senior High,Female,2010,0.0,0.0,0.0,61.9
Region IV-B,Senior High,Male,2010,0.0,0.0,0.0,58.5
Region V,Elementary,Female,2010,80.0,81.5,0.9,67.6
Region V,Elementary,Male,2010,69.7,72.3,0.9,65.5
Region V,Junior High,Female,2010,80.5,83.9,1.0,67.6
Region V,Junior High,Male,2010,65.7,70.2,1.0,65.5
Region V,Senior High,Female,2010,0.0,0.0,0.0,67.6
Region V,Senior High,Male,2010,0.0,0.0,0.0,65.5
Region VI,Elementary,Female,2010,77.9,79.9,0.9,57.6
